datetime,precipitation,rain_mm,visibility_m,cloudcover_pct,windspeed_kmh,temperature_c,weather_risk_score
2026-04-19 08:00:00+05:30,1.38,1.38,10000.0,32.0,12.4,31.9,0.0414
2026-04-19 09:00:00+05:30,0.88,0.88,10000.0,57.0,14.9,32.5,0.0264
2026-04-19 10:00:00+05:30,0.15,0.15,9359.0,44.0,7.1,32.6,0.0045
2026-04-19 11:00:00+05:30,0.93,0.93,10000.0,56.0,15.7,32.7,0.0279
2026-04-19 12:00:00+05:30,0.13,0.13,9730.0,46.0,16.1,31.4,0.0039
2026-04-19 13:00:00+05:30,0.79,0.79,9054.0,59.0,25.0,32.3,0.0237
2026-04-19 14:00:00+05:30,0.61,0.61,9385.0,49.0,10.1,31.1,0.0183
2026-04-19 15:00:00+05:30,0.29,0.29,9447.0,42.0,9.7,31.4,0.0087
2026-04-19 16:00:00+05:30,0.57,0.57,9941.0,51.0,15.8,31.1,0.0171
2026-04-19 17:00:00+05:30,0.72,0.72,9755.0,42.0,16.1,30.8,0.0216
2026-04-19 18:00:00+05:30,0.19,0.19,9804.0,35.0,9.3,33.0,0.0057
2026-04-19 19:00:00+05:30,0.33,0.33,10000.0,40.0,10.0,32.6,0.0099
2026-04-19 20:00:00+05:30,0.34,0.34,10000.0,28.0,14.7,32.9,0.0102
2026-04-19 21:00:00+05:30,0.09,0.09,10000.0,52.0,7.9,31.9,0.0027
2026-04-19 22:00:00+05:30,0.23,0.23,10000.0,32.0,9.9,32.6,0.0069
2026-04-19 23:00:00+05:30,0.82,0.82,10000.0,30.0,12.4,30.1,0.0246
2026-04-20 00:00:00+05:30,0.96,0.96,8803.0,35.0,17.0,32.7,0.0288
2026-04-20 01:00:00+05:30,0.46,0.46,9749.0,56.0,9.0,31.9,0.0138
2026-04-20 02:00:00+05:30,0.48,0.48,8838.0,36.0,2.8,32.3,0.0144
2026-04-20 03:00:00+05:30,0.32,0.32,9970.0,49.0,2.4,32.1,0.0096
2026-04-20 04:00:00+05:30,0.93,0.93,9858.0,59.0,5.7,30.6,0.0279
2026-04-20 05:00:00+05:30,0.32,0.32,10000.0,25.0,5.4,30.1,0.0096
2026-04-20 06:00:00+05:30,0.77,0.77,10000.0,54.0,11.2,30.8,0.0231
2026-04-20 07:00:00+05:30,0.51,0.51,10000.0,35.0,6.1,32.1,0.0153
2026-04-20 08:00:00+05:30,0.48,0.48,9678.0,31.0,8.5,32.1,0.0144
2026-04-20 09:00:00+05:30,2.3,2.3,9898.0,59.0,8.1,30.0,0.069
2026-04-20 10:00:00+05:30,1.72,1.72,9479.0,65.0,9.8,30.3,0.0516
2026-04-20 11:00:00+05:30,0.76,0.76,9885.0,36.0,18.6,30.5,0.0228
2026-04-20 12:00:00+05:30,0.95,0.95,10000.0,48.0,15.3,30.9,0.0285
2026-04-20 13:00:00+05:30,0.12,0.12,9703.0,32.0,12.1,29.8,0.0036
2026-04-20 14:00:00+05:30,0.37,0.37,10000.0,44.0,9.7,29.7,0.0111
2026-04-20 15:00:00+05:30,1.04,1.04,10000.0,50.0,9.8,30.2,0.0312
2026-04-20 16:00:00+05:30,0.82,0.82,9400.0,49.0,13.6,31.0,0.0246
2026-04-20 17:00:00+05:30,0.19,0.19,10000.0,46.0,14.9,29.7,0.0057
2026-04-20 18:00:00+05:30,2.48,2.48,9977.0,38.0,7.5,30.7,0.0744
2026-04-20 19:00:00+05:30,0.03,0.03,10000.0,48.0,12.2,31.8,0.0009
2026-04-20 20:00:00+05:30,0.89,0.89,9485.0,51.0,1.8,29.3,0.0267
2026-04-20 21:00:00+05:30,0.08,0.08,9559.0,48.0,13.1,30.4,0.0024
2026-04-20 22:00:00+05:30,1.97,1.97,9436.0,33.0,15.8,31.5,0.0591
2026-04-20 23:00:00+05:30,0.07,0.07,10000.0,38.0,10.6,30.0,0.0021
2026-04-21 00:00:00+05:30,1.24,1.24,9336.0,43.0,21.1,29.7,0.0372
2026-04-21 01:00:00+05:30,0.14,0.14,10000.0,24.0,7.6,31.4,0.0042
2026-04-21 02:00:00+05:30,3.63,3.63,8834.0,47.0,13.1,29.8,0.1089
2026-04-21 03:00:00+05:30,0.46,0.46,9829.0,40.0,11.8,31.2,0.0138
2026-04-21 04:00:00+05:30,0.94,0.94,9914.0,54.0,11.5,30.4,0.0282
2026-04-21 05:00:00+05:30,0.78,0.78,10000.0,33.0,11.4,29.5,0.0234
2026-04-21 06:00:00+05:30,0.54,0.54,9231.0,56.0,12.5,30.3,0.0162
2026-04-21 07:00:00+05:30,1.15,1.15,10000.0,48.0,16.2,30.0,0.0345
2026-04-21 08:00:00+05:30,0.59,0.59,9986.0,53.0,18.9,30.6,0.0177
2026-04-21 09:00:00+05:30,2.19,2.19,9877.0,50.0,12.0,28.9,0.0657
2026-04-21 10:00:00+05:30,0.05,0.05,10000.0,40.0,16.1,29.4,0.0015
2026-04-21 11:00:00+05:30,4.29,4.29,9579.0,66.0,8.5,29.2,0.1287
2026-04-21 12:00:00+05:30,0.66,0.66,9824.0,60.0,15.8,29.9,0.0198
2026-04-21 13:00:00+05:30,0.24,0.24,10000.0,41.0,8.2,28.1,0.0072
2026-04-21 14:00:00+05:30,0.47,0.47,9701.0,43.0,17.5,30.0,0.0141
2026-04-21 15:00:00+05:30,0.99,0.99,10000.0,49.0,23.1,29.4,0.0297
2026-04-21 16:00:00+05:30,0.8,0.8,9558.0,53.0,11.4,27.5,0.024
2026-04-21 17:00:00+05:30,1.67,1.67,9719.0,31.0,1.0,29.9,0.0501
2026-04-21 18:00:00+05:30,1.82,1.82,9191.0,50.0,9.3,30.8,0.0546
2026-04-21 19:00:00+05:30,0.76,0.76,10000.0,43.0,18.2,29.5,0.0228
2026-04-21 20:00:00+05:30,1.26,1.26,10000.0,63.0,14.8,29.8,0.0378
2026-04-21 21:00:00+05:30,0.54,0.54,9881.0,42.0,13.2,28.3,0.0162
2026-04-21 22:00:00+05:30,0.09,0.09,9888.0,39.0,17.0,26.5,0.0027
2026-04-21 23:00:00+05:30,0.44,0.44,9377.0,61.0,14.4,26.2,0.0132
2026-04-22 00:00:00+05:30,0.24,0.24,9850.0,39.0,18.1,28.2,0.0072
2026-04-22 01:00:00+05:30,1.58,1.58,8967.0,35.0,16.6,27.3,0.0474
2026-04-22 02:00:00+05:30,0.18,0.18,9516.0,30.0,19.6,26.8,0.0054
2026-04-22 03:00:00+05:30,1.02,1.02,9961.0,29.0,13.8,27.6,0.0306
2026-04-22 04:00:00+05:30,1.82,1.82,10000.0,29.0,16.5,28.1,0.0546
2026-04-22 05:00:00+05:30,0.11,0.11,10000.0,38.0,10.5,26.0,0.0033
2026-04-22 06:00:00+05:30,0.76,0.76,9593.0,55.0,9.0,26.9,0.0228
2026-04-22 07:00:00+05:30,2.09,2.09,10000.0,60.0,20.5,28.7,0.0627
2026-04-22 08:00:00+05:30,0.41,0.41,10000.0,23.0,13.1,26.0,0.0123
2026-04-22 09:00:00+05:30,0.39,0.39,9865.0,45.0,16.0,27.9,0.0117
2026-04-22 10:00:00+05:30,0.53,0.53,10000.0,29.0,12.6,26.4,0.0159
2026-04-22 11:00:00+05:30,0.16,0.16,10000.0,58.0,9.1,27.4,0.0048
2026-04-22 12:00:00+05:30,0.14,0.14,10000.0,27.0,12.1,27.8,0.0042
2026-04-22 13:00:00+05:30,2.49,2.49,9423.0,57.0,19.2,27.4,0.0747
2026-04-22 14:00:00+05:30,1.92,1.92,9013.0,43.0,14.8,27.4,0.0576
2026-04-22 15:00:00+05:30,0.47,0.47,9158.0,48.0,3.4,25.3,0.0141
2026-04-22 16:00:00+05:30,0.26,0.26,10000.0,38.0,10.9,27.4,0.0078
2026-04-22 17:00:00+05:30,1.08,1.08,9700.0,56.0,20.9,25.4,0.0324
2026-04-22 18:00:00+05:30,3.48,3.48,9180.0,47.0,10.9,26.4,0.1044
2026-04-22 19:00:00+05:30,1.73,1.73,9744.0,65.0,3.0,26.3,0.0519
2026-04-22 20:00:00+05:30,0.39,0.39,10000.0,42.0,21.5,26.4,0.0117
2026-04-22 21:00:00+05:30,0.53,0.53,10000.0,53.0,15.4,26.2,0.0159
2026-04-22 22:00:00+05:30,0.88,0.88,9541.0,58.0,11.6,24.9,0.0264
2026-04-22 23:00:00+05:30,0.6,0.6,10000.0,63.0,10.1,24.3,0.018
2026-04-23 00:00:00+05:30,0.26,0.26,10000.0,30.0,17.4,26.5,0.0078
2026-04-23 01:00:00+05:30,0.26,0.26,10000.0,33.0,9.3,25.7,0.0078
2026-04-23 02:00:00+05:30,0.87,0.87,10000.0,34.0,17.7,26.6,0.0261
2026-04-23 03:00:00+05:30,2.79,2.79,10000.0,44.0,14.7,25.3,0.0837
2026-04-23 04:00:00+05:30,0.15,0.15,10000.0,44.0,13.2,23.9,0.0045
2026-04-23 05:00:00+05:30,0.95,0.95,10000.0,64.0,12.7,26.2,0.0285
2026-04-23 06:00:00+05:30,2.1,2.1,9984.0,70.0,11.1,24.8,0.063
2026-04-23 07:00:00+05:30,0.01,0.01,10000.0,41.0,17.2,25.4,0.0003
2026-04-23 08:00:00+05:30,0.44,0.44,9385.0,48.0,7.7,24.3,0.0132
2026-04-23 09:00:00+05:30,1.08,1.08,10000.0,60.0,3.9,26.6,0.0324
2026-04-23 10:00:00+05:30,1.82,1.82,9049.0,66.0,15.1,24.0,0.0546
2026-04-23 11:00:00+05:30,2.25,2.25,9265.0,39.0,15.2,24.5,0.0675
2026-04-23 12:00:00+05:30,0.27,0.27,10000.0,42.0,14.4,24.8,0.0081
2026-04-23 13:00:00+05:30,0.06,0.06,10000.0,54.0,14.0,23.6,0.0018
2026-04-23 14:00:00+05:30,0.27,0.27,10000.0,33.0,10.4,24.9,0.0081
2026-04-23 15:00:00+05:30,0.65,0.65,9767.0,41.0,15.9,26.2,0.0195
2026-04-23 16:00:00+05:30,0.21,0.21,9392.0,60.0,11.8,24.0,0.0063
2026-04-23 17:00:00+05:30,0.34,0.34,9828.0,61.0,9.6,24.9,0.0102
2026-04-23 18:00:00+05:30,1.14,1.14,9881.0,62.0,10.4,21.7,0.0342
2026-04-23 19:00:00+05:30,0.01,0.01,10000.0,52.0,22.1,24.3,0.0003
2026-04-23 20:00:00+05:30,1.42,1.42,10000.0,38.0,3.3,24.0,0.0426
2026-04-23 21:00:00+05:30,0.02,0.02,9817.0,33.0,14.5,23.5,0.0006
2026-04-23 22:00:00+05:30,0.77,0.77,10000.0,46.0,3.6,25.3,0.0231
2026-04-23 23:00:00+05:30,0.05,0.05,9499.0,43.0,11.5,23.9,0.0015
2026-04-24 00:00:00+05:30,0.26,0.26,10000.0,42.0,9.8,24.0,0.0078
2026-04-24 01:00:00+05:30,0.47,0.47,9931.0,48.0,1.6,23.8,0.0141
2026-04-24 02:00:00+05:30,1.74,1.74,9364.0,45.0,13.9,22.2,0.0522
2026-04-24 03:00:00+05:30,0.17,0.17,9856.0,51.0,10.1,23.0,0.0051
2026-04-24 04:00:00+05:30,3.11,3.11,9442.0,49.0,1.5,25.0,0.0933
2026-04-24 05:00:00+05:30,1.74,1.74,9604.0,42.0,16.2,21.9,0.0522
2026-04-24 06:00:00+05:30,0.06,0.06,10000.0,25.0,19.2,23.3,0.0018
2026-04-24 07:00:00+05:30,0.01,0.01,9950.0,28.0,19.5,23.6,0.0003
2026-04-24 08:00:00+05:30,0.14,0.14,9858.0,55.0,13.8,25.8,0.0042
2026-04-24 09:00:00+05:30,0.78,0.78,8834.0,42.0,12.2,24.8,0.0234
2026-04-24 10:00:00+05:30,4.94,4.94,8813.0,54.0,18.6,23.4,0.1482
2026-04-24 11:00:00+05:30,0.28,0.28,9826.0,52.0,20.4,25.3,0.0084
2026-04-24 12:00:00+05:30,1.12,1.12,9489.0,48.0,17.7,23.3,0.0336
2026-04-24 13:00:00+05:30,0.07,0.07,10000.0,21.0,7.3,25.0,0.0021
2026-04-24 14:00:00+05:30,1.25,1.25,9730.0,39.0,13.0,22.7,0.0375
2026-04-24 15:00:00+05:30,1.59,1.59,10000.0,35.0,14.2,25.1,0.0477
2026-04-24 16:00:00+05:30,1.77,1.77,9765.0,55.0,3.0,23.6,0.0531
2026-04-24 17:00:00+05:30,1.8,1.8,9749.0,40.0,14.3,23.0,0.054
2026-04-24 18:00:00+05:30,1.32,1.32,9758.0,29.0,23.4,23.8,0.0396
2026-04-24 19:00:00+05:30,0.07,0.07,9992.0,23.0,15.2,24.4,0.0021
2026-04-24 20:00:00+05:30,0.66,0.66,10000.0,47.0,19.4,23.6,0.0198
2026-04-24 21:00:00+05:30,0.35,0.35,8788.0,23.0,12.9,24.7,0.0105
2026-04-24 22:00:00+05:30,0.37,0.37,8943.0,56.0,11.6,23.6,0.0111
2026-04-24 23:00:00+05:30,1.79,1.79,9460.0,35.0,13.9,24.8,0.0537
2026-04-25 00:00:00+05:30,1.72,1.72,9749.0,53.0,7.9,24.7,0.0516
2026-04-25 01:00:00+05:30,0.94,0.94,10000.0,42.0,7.2,24.2,0.0282
2026-04-25 02:00:00+05:30,0.2,0.2,10000.0,39.0,18.3,23.8,0.006
2026-04-25 03:00:00+05:30,0.88,0.88,9676.0,27.0,18.9,24.5,0.0264
2026-04-25 04:00:00+05:30,0.23,0.23,10000.0,53.0,7.0,24.9,0.0069
2026-04-25 05:00:00+05:30,1.19,1.19,10000.0,62.0,16.8,26.5,0.0357
2026-04-25 06:00:00+05:30,0.15,0.15,10000.0,21.0,11.6,25.4,0.0045
2026-04-25 07:00:00+05:30,0.95,0.95,10000.0,32.0,13.7,25.5,0.0285
2026-04-25 08:00:00+05:30,0.38,0.38,10000.0,58.0,14.3,27.7,0.0114
2026-04-25 09:00:00+05:30,0.08,0.08,9708.0,42.0,17.0,25.1,0.0024
2026-04-25 10:00:00+05:30,1.1,1.1,10000.0,32.0,12.4,25.2,0.033
2026-04-25 11:00:00+05:30,0.1,0.1,10000.0,29.0,19.1,25.4,0.003
2026-04-25 12:00:00+05:30,3.42,3.42,9488.0,63.0,13.5,23.8,0.1026
2026-04-25 13:00:00+05:30,0.53,0.53,10000.0,52.0,15.1,24.4,0.0159
2026-04-25 14:00:00+05:30,0.28,0.28,8732.0,45.0,7.8,24.4,0.0084
2026-04-25 15:00:00+05:30,0.16,0.16,9267.0,59.0,22.8,25.6,0.0048
2026-04-25 16:00:00+05:30,0.58,0.58,9319.0,43.0,14.3,24.9,0.0174
2026-04-25 17:00:00+05:30,1.11,1.11,9651.0,38.0,15.6,25.3,0.0333
2026-04-25 18:00:00+05:30,1.42,1.42,9660.0,46.0,4.0,26.3,0.0426
2026-04-25 19:00:00+05:30,0.7,0.7,9141.0,38.0,7.9,26.2,0.021
2026-04-25 20:00:00+05:30,2.71,2.71,9101.0,43.0,18.2,25.2,0.0813
2026-04-25 21:00:00+05:30,1.24,1.24,9383.0,28.0,13.4,24.8,0.0372
2026-04-25 22:00:00+05:30,0.14,0.14,10000.0,35.0,2.4,26.7,0.0042
2026-04-25 23:00:00+05:30,2.59,2.59,10000.0,61.0,17.2,26.4,0.0777
2026-04-26 00:00:00+05:30,0.32,0.32,9746.0,22.0,9.3,24.1,0.0096
2026-04-26 01:00:00+05:30,2.72,2.72,9410.0,51.0,19.1,25.5,0.0816
2026-04-26 02:00:00+05:30,0.25,0.25,9388.0,47.0,11.6,26.0,0.0075
2026-04-26 03:00:00+05:30,0.42,0.42,8983.0,47.0,13.0,26.7,0.0126
2026-04-26 04:00:00+05:30,0.92,0.92,9804.0,56.0,17.9,27.0,0.0276
2026-04-26 05:00:00+05:30,0.06,0.06,9492.0,53.0,7.5,26.4,0.0018
2026-04-26 06:00:00+05:30,2.11,2.11,9641.0,59.0,7.0,26.8,0.0633
2026-04-26 07:00:00+05:30,0.36,0.36,9146.0,26.0,11.0,26.4,0.0108
2026-04-26 08:00:00+05:30,0.21,0.21,9588.0,40.0,16.1,25.8,0.0063
2026-04-26 09:00:00+05:30,0.05,0.05,10000.0,44.0,5.3,26.3,0.0015
2026-04-26 10:00:00+05:30,0.02,0.02,10000.0,30.0,3.7,26.6,0.0006
2026-04-26 11:00:00+05:30,0.02,0.02,10000.0,22.0,16.1,26.7,0.0006
2026-04-26 12:00:00+05:30,0.31,0.31,9294.0,30.0,9.0,24.9,0.0093
2026-04-26 13:00:00+05:30,0.29,0.29,10000.0,40.0,10.0,26.5,0.0087
2026-04-26 14:00:00+05:30,0.82,0.82,9477.0,41.0,2.7,27.1,0.0246
2026-04-26 15:00:00+05:30,1.83,1.83,10000.0,36.0,8.6,26.9,0.0549
2026-04-26 16:00:00+05:30,0.94,0.94,9854.0,58.0,12.0,27.0,0.0282
2026-04-26 17:00:00+05:30,0.87,0.87,9181.0,61.0,16.7,27.8,0.0261
2026-04-26 18:00:00+05:30,0.44,0.44,9775.0,30.0,8.1,26.4,0.0132
2026-04-26 19:00:00+05:30,0.77,0.77,10000.0,61.0,20.3,25.9,0.0231
2026-04-26 20:00:00+05:30,0.64,0.64,10000.0,24.0,8.6,27.3,0.0192
2026-04-26 21:00:00+05:30,0.04,0.04,9923.0,57.0,8.6,28.5,0.0012
2026-04-26 22:00:00+05:30,0.21,0.21,10000.0,59.0,19.7,29.5,0.0063
2026-04-26 23:00:00+05:30,0.21,0.21,10000.0,22.0,13.1,28.7,0.0063
2026-04-27 00:00:00+05:30,0.06,0.06,9862.0,51.0,9.2,26.6,0.0018
2026-04-27 01:00:00+05:30,0.37,0.37,10000.0,61.0,11.2,27.9,0.0111
2026-04-27 02:00:00+05:30,0.05,0.05,10000.0,56.0,18.8,28.5,0.0015
2026-04-27 03:00:00+05:30,1.2,1.2,10000.0,65.0,19.3,28.6,0.036
2026-04-27 04:00:00+05:30,1.23,1.23,9201.0,48.0,7.9,29.0,0.0369
2026-04-27 05:00:00+05:30,0.09,0.09,9524.0,24.0,11.8,27.7,0.0027
2026-04-27 06:00:00+05:30,0.07,0.07,10000.0,54.0,12.5,28.8,0.0021
2026-04-27 07:00:00+05:30,2.5,2.5,9095.0,57.0,7.1,29.2,0.075
2026-04-27 08:00:00+05:30,0.25,0.25,9301.0,46.0,11.7,29.7,0.0075
2026-04-27 09:00:00+05:30,0.56,0.56,9672.0,40.0,12.0,28.2,0.0168
2026-04-27 10:00:00+05:30,0.49,0.49,10000.0,45.0,17.7,28.8,0.0147
2026-04-27 11:00:00+05:30,1.02,1.02,9796.0,31.0,18.0,26.5,0.0306
2026-04-27 12:00:00+05:30,0.83,0.83,9550.0,54.0,10.4,28.7,0.0249
2026-04-27 13:00:00+05:30,1.83,1.83,9388.0,32.0,10.9,28.9,0.0549
2026-04-27 14:00:00+05:30,0.15,0.15,9621.0,50.0,15.3,28.5,0.0045
2026-04-27 15:00:00+05:30,0.83,0.83,9436.0,58.0,9.1,29.8,0.0249
2026-04-27 16:00:00+05:30,0.34,0.34,10000.0,41.0,14.9,29.6,0.0102
2026-04-27 17:00:00+05:30,0.57,0.57,10000.0,43.0,11.6,27.5,0.0171
2026-04-27 18:00:00+05:30,3.32,3.32,9946.0,49.0,7.2,30.1,0.0996
2026-04-27 19:00:00+05:30,0.43,0.43,9691.0,61.0,7.2,29.0,0.0129
2026-04-27 20:00:00+05:30,0.94,0.94,9766.0,54.0,19.2,30.5,0.0282
2026-04-27 21:00:00+05:30,0.51,0.51,9566.0,37.0,11.2,28.9,0.0153
2026-04-27 22:00:00+05:30,0.16,0.16,8651.0,28.0,20.2,30.3,0.0048
2026-04-27 23:00:00+05:30,0.02,0.02,9309.0,29.0,9.4,30.0,0.0006
2026-04-28 00:00:00+05:30,1.25,1.25,8908.0,45.0,13.5,30.7,0.0375
2026-04-28 01:00:00+05:30,0.08,0.08,8864.0,58.0,24.0,30.6,0.0024
2026-04-28 02:00:00+05:30,0.16,0.16,9379.0,50.0,6.7,30.3,0.0048
2026-04-28 03:00:00+05:30,0.73,0.73,10000.0,32.0,2.5,29.1,0.0219
2026-04-28 04:00:00+05:30,0.3,0.3,9933.0,56.0,18.4,29.3,0.009
2026-04-28 05:00:00+05:30,0.49,0.49,10000.0,38.0,7.9,30.2,0.0147
2026-04-28 06:00:00+05:30,0.5,0.5,10000.0,57.0,11.9,30.9,0.015
2026-04-28 07:00:00+05:30,0.02,0.02,10000.0,30.0,9.1,30.3,0.0006
2026-04-28 08:00:00+05:30,1.77,1.77,9285.0,54.0,13.3,31.6,0.0531
2026-04-28 09:00:00+05:30,3.24,3.24,9775.0,73.0,7.2,30.8,0.0972
2026-04-28 10:00:00+05:30,0.55,0.55,10000.0,33.0,11.1,30.2,0.0165
2026-04-28 11:00:00+05:30,0.33,0.33,9662.0,49.0,14.2,30.9,0.0099
2026-04-28 12:00:00+05:30,1.82,1.82,10000.0,69.0,7.0,31.5,0.0546
2026-04-28 13:00:00+05:30,0.43,0.43,10000.0,28.0,8.5,31.7,0.0129
2026-04-28 14:00:00+05:30,0.78,0.78,9608.0,27.0,10.3,33.3,0.0234
2026-04-28 15:00:00+05:30,1.66,1.66,9190.0,55.0,4.9,30.8,0.0498
2026-04-28 16:00:00+05:30,0.34,0.34,9356.0,35.0,9.9,31.4,0.0102
2026-04-28 17:00:00+05:30,1.54,1.54,9812.0,31.0,12.6,32.0,0.0462
2026-04-28 18:00:00+05:30,0.91,0.91,10000.0,44.0,10.0,31.6,0.0273
2026-04-28 19:00:00+05:30,0.82,0.82,9481.0,54.0,10.6,31.1,0.0246
2026-04-28 20:00:00+05:30,1.41,1.41,9801.0,38.0,11.9,30.1,0.0423
2026-04-28 21:00:00+05:30,0.01,0.01,10000.0,33.0,8.7,31.2,0.0003
2026-04-28 22:00:00+05:30,0.3,0.3,10000.0,55.0,15.5,30.7,0.009
2026-04-28 23:00:00+05:30,0.18,0.18,10000.0,42.0,19.2,30.1,0.0054
2026-04-29 00:00:00+05:30,0.26,0.26,10000.0,55.0,9.7,31.0,0.0078
2026-04-29 01:00:00+05:30,0.34,0.34,9449.0,40.0,14.4,30.8,0.0102
2026-04-29 02:00:00+05:30,0.21,0.21,10000.0,59.0,10.8,32.5,0.0063
2026-04-29 03:00:00+05:30,0.48,0.48,9663.0,48.0,13.8,32.5,0.0144
2026-04-29 04:00:00+05:30,0.28,0.28,10000.0,26.0,19.8,31.0,0.0084
2026-04-29 05:00:00+05:30,0.45,0.45,9967.0,58.0,14.5,31.7,0.0135
2026-04-29 06:00:00+05:30,0.52,0.52,9716.0,42.0,3.1,30.1,0.0156
2026-04-29 07:00:00+05:30,0.22,0.22,9064.0,27.0,14.3,31.5,0.0066
2026-04-29 08:00:00+05:30,0.78,0.78,9798.0,30.0,18.2,32.4,0.0234
2026-04-29 09:00:00+05:30,0.94,0.94,9079.0,52.0,10.9,32.8,0.0282
2026-04-29 10:00:00+05:30,1.25,1.25,10000.0,28.0,17.0,31.3,0.0375
2026-04-29 11:00:00+05:30,0.18,0.18,10000.0,32.0,8.5,33.1,0.0054
2026-04-29 12:00:00+05:30,0.79,0.79,9483.0,30.0,4.6,30.5,0.0237
2026-04-29 13:00:00+05:30,1.1,1.1,9986.0,43.0,12.7,30.7,0.033
2026-04-29 14:00:00+05:30,0.04,0.04,9632.0,37.0,3.2,32.7,0.0012
2026-04-29 15:00:00+05:30,0.46,0.46,9617.0,43.0,10.8,33.7,0.0138
2026-04-29 16:00:00+05:30,0.76,0.76,10000.0,35.0,18.4,32.5,0.0228
2026-04-29 17:00:00+05:30,0.24,0.24,9945.0,22.0,2.5,31.9,0.0072
2026-04-29 18:00:00+05:30,1.47,1.47,10000.0,52.0,5.6,29.7,0.0441
2026-04-29 19:00:00+05:30,1.04,1.04,9603.0,40.0,6.8,29.9,0.0312
2026-04-29 20:00:00+05:30,0.15,0.15,10000.0,47.0,11.7,32.0,0.0045
2026-04-29 21:00:00+05:30,0.48,0.48,9977.0,27.0,10.2,31.5,0.0144
2026-04-29 22:00:00+05:30,2.68,2.68,9996.0,34.0,19.0,30.7,0.0804
2026-04-29 23:00:00+05:30,0.64,0.64,9681.0,33.0,16.8,31.9,0.0192
2026-04-30 00:00:00+05:30,1.14,1.14,9805.0,44.0,14.5,31.9,0.0342
2026-04-30 01:00:00+05:30,1.98,1.98,9645.0,46.0,12.7,32.7,0.0594
2026-04-30 02:00:00+05:30,0.47,0.47,9511.0,55.0,14.0,31.8,0.0141
2026-04-30 03:00:00+05:30,0.08,0.08,10000.0,36.0,7.7,32.9,0.0024
2026-04-30 04:00:00+05:30,0.2,0.2,10000.0,42.0,16.3,31.6,0.006
2026-04-30 05:00:00+05:30,0.53,0.53,10000.0,46.0,6.4,31.5,0.0159
2026-04-30 06:00:00+05:30,0.47,0.47,10000.0,23.0,16.2,32.6,0.0141
2026-04-30 07:00:00+05:30,0.65,0.65,10000.0,44.0,17.9,30.5,0.0195
2026-04-30 08:00:00+05:30,1.05,1.05,9654.0,39.0,13.1,34.2,0.0315
2026-04-30 09:00:00+05:30,1.22,1.22,10000.0,43.0,11.1,31.7,0.0366
2026-04-30 10:00:00+05:30,0.85,0.85,9560.0,28.0,14.0,31.7,0.0255
2026-04-30 11:00:00+05:30,2.29,2.29,9668.0,63.0,0.0,31.8,0.0687
2026-04-30 12:00:00+05:30,2.89,2.89,9266.0,72.0,13.5,33.1,0.0867
2026-04-30 13:00:00+05:30,1.04,1.04,10000.0,26.0,11.4,31.9,0.0312
2026-04-30 14:00:00+05:30,1.56,1.56,9948.0,52.0,11.7,29.5,0.0468
2026-04-30 15:00:00+05:30,0.41,0.41,9829.0,53.0,15.5,32.4,0.0123
2026-04-30 16:00:00+05:30,0.12,0.12,10000.0,32.0,11.6,30.6,0.0036
2026-04-30 17:00:00+05:30,0.67,0.67,8814.0,55.0,6.3,31.0,0.0201
2026-04-30 18:00:00+05:30,2.07,2.07,8682.0,56.0,11.3,29.5,0.0621
2026-04-30 19:00:00+05:30,0.13,0.13,10000.0,58.0,12.3,31.2,0.0039
2026-04-30 20:00:00+05:30,0.35,0.35,9978.0,61.0,12.6,30.0,0.0105
2026-04-30 21:00:00+05:30,0.8,0.8,10000.0,26.0,12.8,30.6,0.024
2026-04-30 22:00:00+05:30,0.46,0.46,9268.0,40.0,17.2,30.2,0.0138
2026-04-30 23:00:00+05:30,0.04,0.04,9982.0,42.0,6.6,32.3,0.0012
2026-05-01 00:00:00+05:30,3.32,3.32,10000.0,42.0,12.9,32.3,0.0996
2026-05-01 01:00:00+05:30,0.62,0.62,10000.0,37.0,18.4,30.2,0.0186
2026-05-01 02:00:00+05:30,0.23,0.23,10000.0,61.0,3.3,30.2,0.0069
2026-05-01 03:00:00+05:30,0.4,0.4,9721.0,23.0,12.9,29.6,0.012
2026-05-01 04:00:00+05:30,0.02,0.02,9799.0,38.0,9.1,31.0,0.0006
2026-05-01 05:00:00+05:30,0.64,0.64,8839.0,57.0,10.1,29.5,0.0192
2026-05-01 06:00:00+05:30,1.32,1.32,9931.0,40.0,7.5,29.3,0.0396
2026-05-01 07:00:00+05:30,0.65,0.65,10000.0,42.0,11.2,30.6,0.0195
2026-05-01 08:00:00+05:30,1.19,1.19,9034.0,65.0,21.2,29.0,0.0357
2026-05-01 09:00:00+05:30,0.54,0.54,9588.0,42.0,5.7,29.4,0.0162
2026-05-01 10:00:00+05:30,1.17,1.17,9246.0,31.0,6.2,27.8,0.0351
2026-05-01 11:00:00+05:30,0.57,0.57,9432.0,25.0,5.5,30.0,0.0171
2026-05-01 12:00:00+05:30,0.82,0.82,9904.0,62.0,20.6,31.1,0.0246
2026-05-01 13:00:00+05:30,1.54,1.54,8727.0,38.0,9.7,29.8,0.0462
2026-05-01 14:00:00+05:30,3.51,3.51,9780.0,58.0,11.9,30.4,0.1053
2026-05-01 15:00:00+05:30,0.43,0.43,10000.0,26.0,10.0,28.0,0.0129
2026-05-01 16:00:00+05:30,2.76,2.76,9461.0,51.0,7.3,29.0,0.0828
